login,post,posts_time,posts_dt,ticker
KVAZAR_77777,"$LKOH нечестно манипуляция, можно идти телек смотреть 👀 🤣🤣🤣 . не иир",16:58,2023-01-06,LKOH
Haoos,$LKOH Бизнес по нашему.,16:32,2023-01-06,LKOH
Vadd77,$LKOH кукловодство в чистом виде,16:28,2023-01-06,LKOH
Koper_nik,$LKOH это как называется?),16:20,2023-01-06,LKOH
PSW,$LKOH кто-то крупный позицию набирает ?,16:15,2023-01-06,LKOH
Evgeniusi,$LKOH понятно,16:12,2023-01-06,LKOH
investortop95,$LKOH что происходит вообще?,16:12,2023-01-06,LKOH
DeduSHka_3aPaDLo,"$LKOH какой то трешь, когда этот дивидендный геп уже пройдет, гоу в верх😂",16:06,2023-01-06,LKOH
KVAZAR_77777,$LKOH кто то просто закупился по 4100 🤔,15:59,2023-01-06,LKOH
ALTNLU,"$LKOH лучшее на закупку заманивает,пере падением",15:59,2023-01-06,LKOH
Evgeniusi,"$LKOH да спрос чёт маленький 
А предложения много",15:57,2023-01-06,LKOH
KVAZAR_77777,$LKOH включили шайтан машину 🤣,15:54,2023-01-06,LKOH
AnPro1,$LKOH красота среди бегущих. Первых нет и отстающих)))),15:51,2023-01-06,LKOH
eduard01071981,"$LKOH попал в аросак, что случилось?",15:50,2023-01-06,LKOH
Shoper1,$LKOH Цирк 🤹‍♂️ уже 50 минут держится на 4100🤷‍♂️,15:40,2023-01-06,LKOH
Demon13051979,"$LKOH Кардиограмма плохая, Лука помер....",15:38,2023-01-06,LKOH
Joepocker,"Друзья, будем знакомы.
Сразу оговорюсь, я не профессиональный инвестор, скорее непрофессиональный трейдер. Несколько лет хотел победить крипту ботами, но так и не получилось найти грааль, не потерял и не заработал, оставил болтаться в альте до лучших времен порядка 4к вечнозеленых.
Здесь решил завести дневник, скорее для себя и поставил цель увеличить портфель до конца 2023 года в 2 раза (в идеале довести его до 1.5кк), но пока попробуем хотя бы увеличить в 2 раза.
В 2022 пробовал покупал/продавал, скорее игрался. В этом же году решил начать думать о пенсии и поэтому портфель будет собираться исключительно под дивы.
Именно из этих соображений были взяты следующие позиции:
$MTSS $NLMK $LKOH $SNGSP $ROSN $RTKM $MGNT 
Остатки валюты переложил в $CNYRUB 

Отсчет начат с 600.000 руб. Цель поставлена и обозначена перед вами😅 
Постараюсь в дальнейшем писать по каждой сделке, с описанием, почему я вкладываюсь именно в эти бумаги.

Повторюсь портфель будет чисто дивидендный.

Ну и приятный бонус всем, кто дочитал до конца. Моя мотивация или наказание: всем кто оставил комментарий под этим постом, в случае не достижения основной цели, я закину подарком акцию от 100 до 500р. 😉",15:27,2023-01-06,LKOH
Madam_CHiK,$LKOH что за шевеления сегодня? Одобрили фазу?😂,15:26,2023-01-06,LKOH
Koper_nik,$LKOH это что с лукой?),15:21,2023-01-06,LKOH
INVESTilon24,$LKOH сейчас очевидно что цену держат 4100,15:15,2023-01-06,LKOH
Artem1847,$LKOH выходят крупно тянут мелкими покупками … к походу вниз?,15:06,2023-01-06,LKOH
alex_vas13,"$LKOH

Поделитесь занимательной математикой, посоны - я ни разу не торговался в рублях, хочу потрогать красного.
Покупаю я, скажем, десяток lkon на 41к (зарплата, между прочим), по 4100/шт., через неделю оно вдруг подрастет до 4120 - мой профит - всего 200 рублей?",15:05,2023-01-06,LKOH
