login,post,posts_time,posts_dt,ticker
Kumanda88,"$POLY У меня складывается мнение что этой бумаге ни что не поможет, я имею ввиду рост стоимости золота или курса доллара, до тех пор пока не решится вопрос с нерезидентами и допуска к торгам заблокированных акций",14:40,2023-01-10,POLY
Vadim_Grigorev,"​​#тихийокеан
Продолжаю серию постов о моих портфелях. Ранее я рассказывал про более пассивные #копилка и #малышарики, теперь переходим к более активным.

Это портфель автоследования. Про него на самом деле я могу целый эфир посвятить, рассказывая, чему и как он меня научил, как стремительно приходилось переформатировать его из многопрофильного и мультивалютного в полностью российский, дивы Газпрома, мобилизация без стопов и многое другое. Все же 22 год был весьма насыщенный. Но пока коротко о том, что есть сейчас.

Портфель сосредоточен полностью в российских акциях и его цель +100% за три года, что составляет около 30% годовой доходности. 

22 год этот портфель закрылся у меня ровно по нулям, чем я в целом удовлетворен, так как индекс за этот же период показал почти -10%. 

На текущий момент в портфеле сделана агрессивная ставка на рост российского рынка, который я ожидаю.

Несколько слов о компаниях в портфеле:
1. $SBER - естественно и в этом портфеле моя главная ставка на сильнейшую компанию на рынке - Сбер
2. $PLZL - тут тоже без сюрпризов и в предыдущих постах говорил почему. Причем долю Полюса буду еще увеличивать по мере реализации других идей
3. $SNGSP и $SNGS - изначально самая крупная ставка в этом портфеле, но недавно срезал в пользу Полюса. Сургут - это моя синтетическая ставка на валюту, если простыми словами и коротко. Покупаешь за триллион компанию, у которой в 2.5 раза (минимум) больше кэша на счетах.
4. $NMTP - если совсем коротко, то жду в этой бумаге от 5.5 р.
5. $LKOH - здесь многоступенчатая реализация идеи. Изначально покупка в районе 4100, продажа после объявления дивов по 4700, затем перезаход перед самыми дивами по 4600, дивы 700, затем сброс сразу после дивов по 4050 и перезаход по 4000. А жду частичного закрытия гэпа. На данный момент из нефтянки мне видится предпочтительнее $ROSN
6. $UPRO - компания очень дешево стоит в виду заморозки див. выплат. После того, как будет решен вопрос с основным иностранным акционером, выплаты будут возобновлены. А пока что компания продолжает зарабатывать деньги. Мои цели по ней от +50%
7. $IRAO - технически по графику одна из сильнейших компаний на нашем рынке. Но до тейка мне уже недалеко осталось.
8. $MVID - это больше венчурная инвестиция в низколиквидную компанию, очередь пампа которой тоже скоро подойдет
9. $OZON - убрав за скобки фундамент, график мне говорит - 1600
10. $POLY - мотивы те же, что и в Полюсе, но доля значительно меньше, так как присутствуют корпоративные риски.

Но подытожив все идеи этого портфеля, хочется сказать общую сейчас цель - на финальном аккорде нашего рынка - раздать полностью все позиции в кэш. Если аккорда не будет, то на большинстве позиций стоят стопы и уже буду ориентироваться по обстановке.

А завтра поговорим о следующем портфеле: #атлантическийокеан",14:39,2023-01-10,POLY
Berkut41,"$POLY эта бумажка, реагирует только на негатив. Всё остальное ей по Х.",14:22,2023-01-10,POLY
Mishel1k,"О событиях 09.01.2023
Индекс Мос.Биржи вырос на 0,3%, медленно, но верно продолжая движение в повышающем коридоре 
🚀Лидеры роста
$AFLT вырос на 2,3% за вчерашний торговый день 
$TCSG желтый банк вырос на 2%. Тинькофф сделали возможность выводить дивиденды от российских компаний с ИИС на карточку Тинькофф Black
$MTSS рост на 0,5%. МТС запустит свой собственный музыкальный лейбл 
☠️Лидеры боковика
$NVTK  увеличит мощность СПГ-завода на Балтике с 660 тыс. тонн до 895 тыс. в год. 
$POLY  по результатам очередного конкурса для компаний-юниоров выбрал проект в Туве, где ожидается выявление крупного месторождения меди с ресурсной оценкой не менее 4,5 млн тонн. 
$ROSN вчера торговались в боковике, в ожидании дивгэпа,  хочет поставлять газ со своих месторождений в проектируемый газопровод Газпрома «Сила Сибири-2», также восстановили добычу нефти на своем проекте «Сахалин-1» 
🏁Подытожим 
Экспортеры вчера без движений, что нельзя сказать о $USDRUB падение на 3%, уровень сопротивления на отметке 70₽ все так же оказывает сопротивление, спекулянты, после роста, продают  валюту.
Спасибо за внимание, пишите в комментариях ваше мнение по рынку и не забывайте подписываться, всем удачи 🍀",14:18,2023-01-10,POLY
qweq,"Ключевые события на ближайшее время:
🔥Вторник - выступление главы ФРС  в 17:00 по мск.
🔥Четверг- Индекс промышленных цен.


Как изменилось ожидание рынка относительно ставки ФРС?
Данные на сегодня в сравнении с 02.12.2022:

🟢01.02.2023 +0.25. (86.9%)      (было 76%)  
🟢15.03.2023 +0.25. (75.7%)   (было 65.2%) 
🟠03.05.2025 +0.0    (55.6%)    ( было 58.9%) 
 
Рынок стал ещё более уверен в 2 по 0.25. Участники рынка не так уверены в том когда начнется удержание ставки 

В целом это настроение прослеживается и в #DXY (3 день красная свечка вниз).  Если Пауэл будет мягкий то возможно сходим на 102  и там будет консолидация. 

2х летние трежерис #us02y  начали падать в доходности, но все ещё на горизонтальных сопротивлениях.  За этим следим, это является прогнозом на более скорый выход из рецессии и мягкую посадку. 

$POLY предлагаю проанализировать в динамике с другими иностранными золотодобытчиками. Ниже графики:

Точка отсчета взята 4 ноября. 

Жёлтым $POLY в сравнении остальные разные золотодобытчики США.
Направления движений сходятся. Но вот с 30 декабря мы заглохли. Чего то ждём.🤔",13:47,2023-01-10,POLY
Vladosikis,$POLY,13:36,2023-01-10,POLY
Berkut41,$POLY и как это сразу на 1 рубль упала?,13:34,2023-01-10,POLY
EdwardGolend,$POLY стоит ли покупать данную бумагу?,13:21,2023-01-10,POLY
Berkut41,"$POLY Всё хорошо, только роста нету",13:19,2023-01-10,POLY
_GEO_,"$POLY $MTLR 
Металлурги Донбасса увеличат производство стали в России на 3–5 миллионов тонн в год, согласно утвержденной правительством стратегии развития металлургии до 2030 года",13:16,2023-01-10,POLY
_SVEET_,"$POLY 
📀Polymetal займется поисками меди в Туве в СП с юниором. Ресурсная оценка месторождения — не менее 4,5 млн тонн.

Если Polymetal будет добывать хотя бы 100 тыс. т меди в год, по текущим ценам это +33% к годовой выручке. Но все это крайне предварительные разговоры, выявление месторождения только ожидается.

В ноябре компания заявила, что больше не рассматривает продажу российских активов. Что ж, тувинский проект — лишнее тому подтверждение. Для компании это позитивно в долгосрочной перспективе.",12:52,2023-01-10,POLY
