login,post,posts_time,posts_dt,ticker
Izborsk,"Что делать дальше?

    С 24 февраля после обвала рынка индекс Мосбиржи медленно но неуклонно идет вниз 👇. 
   
    Когда я пришел на биржу в январе 2021 то преимущественно покупал иностранные активы так как считал что иностранный рынок принесет больше доходности. В итоге это и спасло мой депозит от больших убытков.  
    
    Как известно у нас в стране много разных ограничений и одно из них ЦБ РФ ввел для неквалифицированных инвесторов запретив им покупать иностранные активы( кроме Китая).😬
   
    После этого я осторожно начал покупать российские акции в надежде что военный конфликт не затянется надолго. 

    Я ошибался.
   

    $SBER разберем на примере нашего зеленого банка который есть у меня в портфеле и как это не странно даже в небольшом плюсе.
Сейчас по нему идут положительные новости. Рост прибыли, рост числа клиентов и тд. 
      Но вопрос в том что экономика РФ 🇷🇺 стагнирует с 2013 года и последнее время этот процесс еще сильнее ухудшился.  В феврале- марте 2022 финансовую систему РФ удалось спасти ценою больших убытков. 
     
      А ТЕПЕРЬ ГЛАВНЫЙ ВОПРОС!
 
      В случае неудачного завершения военного конфликта для России акции российских компаний от нынешних уровней упадут на сколько процентов??? 


P.S. Буду рад если кто то дочитает до конца и выскажет свое мнение!👌",17:08,2023-01-05,SBER
Luxury1,$SBER,17:05,2023-01-05,SBER
asiaanna,$SBER а помните как он недавно красиво так на 133 ушел на ровном месте?😆,17:02,2023-01-05,SBER
kotelax4,"$SBER каждый раз когда захожу посмотреть акции Сбера, и не вижу 150+",17:01,2023-01-05,SBER
Tarong,$SBER такое ощущение что графиком управляет робот да еще и тупой 🤷🏻‍♂️ каждый раз в начале торгов динамика а после корректировка 🤦🏻‍♂️🤷🏻‍♂️,16:47,2023-01-05,SBER
Yarko_Finance,"Доброго дня✌🏻 А давайте предположим какое решение нижеописанной ситуации будет❓😼 

📣 МИНФИН ПОДТВЕРДИЛ, ЧТО С ЦЕНАМИ НА URALS ВСЁ НЕ ПРОСТО ПЛОХО, А ОЧЕНЬ ПЛОХО!

Минфина: средняя цена Urals в декабре - $50.47 за баррель vs $66.47 в ноябре.В среднем в 2022г цена Urals - $76.09 vs $69.0 в 2021г. $BRG3
Средняя цена Brent в декабре - $81.5 vs $90.8 в ноябре. Дисконт Brent к Urals рекордные 38%! 

👉На графиках - нефть в рублях, цена обвалилась до 3.3 тыс за баррель. С учетом накопленной инфляции (а значит, возросших обязательств бюджета) - цена соответствует минимуму, зафиксированному в январе 2016г🙄

При $50 за баррель и 10 млн бс добычи Минфин недосчитывается 2.1 трлн нефтегазовых доходов относительно заложенных в бюджет 8.9 трлн. Если станет понятно, что $45-50 – это новая реальность, Минфину придётся перейти в режим экономии уже в этом году, а с 2024г начать структурную перестройку бюджетной политики.

📌Так какое решение может быть?
 
Может Вы предложите лучше, но я вижу только одно - ослабление национальной валюты $USDRUB

Более того, подготовка к этому очевидна:

•Всех физиков упорно высаживали из бакса (и высадил - доля доллара у физиков минимальна)
•Гос банки, во главе с $SBER и $VTBR скупали всю возможную валюту когда курс был 50-60 р. Более того, переоценка курса даже помогла им в плюс по отчетности выйти - такие вот они «спекулянты»😏
•Рассказы про токсичность валюты, когда курс был минимальным. А как вырос «так и за газ можете ей платить»

Ну сами подумаете - все фин структуры, хоть как-то относящиеся к государству, в валюте. А население «в деревянный валюта страна бесплатный лес». Какой исход этого может быть? Это же только за бугром народ и партия едины …

Вообщем то, ничего страшного в этом бы и не было, если бы это делали постепенно. А у меня такое чувство, что проснемся мы как-то уже с долларом по 100 и $CNYRUB по 15 🤪

А какие ваши предположения? Как еще, по другому, можно решить эту ситуацию?

P.S. только давайте без гениальных геостратегических схем😁 По цене $NGF3 мы все видим какие у нас эти схемы супер гениальные🤦🏻‍♀️

#прояви_себя_в_пульсе #новости #валюта #доллар #нефть",16:40,2023-01-05,SBER
vadik.09,"$SBER чисто топтание на месте ,дед выйдет как ляпнет чего ,и все вниз полетит",16:19,2023-01-05,SBER
Luxury1,"$SBER Полетел, даже догадываюсь почему, страшно затариваться, но по моему пора.Не иир",15:29,2023-01-05,SBER
rich_and_happy,"Консолидированные данные прогнозов из стратегий на 2023 Top Picks

На Сбер $SBER и Лукойл $LKOH ставят почти все (Сбер сам в себя не верит, а БКС не верит в Лукойл)

Зато по ВТБ $VTBR единодушие, не нравится никому )

-
Не является индивидуальной инвестиционной рекомендацией",15:16,2023-01-05,SBER
Advaser,"Моя стратегия на 2023 год: Россия рынок акций часть вторая.

Вторая часть моей стратегии нацелена на внутренний рынок нашей страны и на риски увеличения инфляции, повышения ключевой ставки ЦБ. Предпосылок для этого достаточно.

•Первым с хорошим весом в портфеле идет Сбер $SBER $SBERP банковский сектор неплохо переживает санкции и последовавшую за ними замкнутость национальной финансовой системы. У Сбера по прежнему самый качественный кредитный портфель на рынке. Нет проблем с показателями достаточности капитала и прочими показателями финансовой устойчивости. Сбер очень дешево фондируется через население и вполне дорого выдает этому же населению кредиты. Санкции особой роли в 2023 году не сыграют. Потеря иностранных активов для компании не критична. Остается дождаться нормальной отчетности и дивидендов.
•Национальный высокотехнологичный сектор представляет Яндекс $YNDX компания давно в моем портфеле и сильно пострадала в 2022 году. Да и наглое отстранение создателя и идейного вдохновителя от компании государством на пользу котировке не пошло. Но компания по прежнему сильна на домашнем рынке. Эффективно режет косты, увеличивает маржинальность и занимает пустующие ниши после ухода конкурентов. Долго думал оставлять ли в портфеле на 2023 год, оставил.
•Продовольственный сектор в портфеле после выбытия РусАгро $AGRO отошел ИНАРКТИКЕ $AQUA компании удается перекладывать инфляцию на конечного потребителя. Решать проблемы с поставками комбикормов для рыбы, смолта, лекарств. У компании сильный менеджмент. Да главный акционер компании попал под санкции. Но рынок компании все же внутренний, да и хватит его емкости с лихвой. Главные активы компании, удачные участки морей с подходящими условиями для выращивания рыбы и они все находятся в нашей стране. Компании не хватает открытости. Надеюсь они исправят это в 2023 году.
•Еще одна компания ориентированная на внутренний спрос, Whoosh $WUSH как и обещал я поучаствовал в IPO компании. Компания словила очень много хейта. Но в целом предпосылок для этого нет и думаю компания еще удивит отечественного инвестора своими отчетами и оценка рынком будет уже другой. У компании местный рынок, китайское оборудование, собственное производство IT. Опять же сильный менеджмент, хорошая маржинальность, да и стоит она по рынку.

Чего нет в моем портфеле, но я готов покупать в 2023 году:

•X5 $FIVE Компании удавалось перекладывать весь 2022 год инфляцию на конечного потребителя. Компания удачно подхватила волну падения покупательной способности населения, формат Чижиков растет бешеными темпами. Но в последнем отчете уже наблюдается небольшая стагнация, у перекладывания инфляции есть предел. Иностранная прописка исключает дивиденды на данном этапе. Правительство вполне способно ввести госрегулирование цен. Также вполне способно принудительно сменить прописку компании на российскую. Но в целом компания самый эффективный продовольственный ритейл в стране.
•ФосАгро $PHOR ну тут и говорить нечего, главный бенефициар ситуации, обладающий незаменимым ресурсом, но так подумал чуть ли не весь рынок, поэтому жду коррекции, дорого оценен.
•Positive $POSI компания как и раньше мне кажется лишь конъюнктурным феноменом, с другой стороны раз рынку нравится то почему нет. 
•Ozon $OZON у этой компании почти нулевые шансы попасть под госрегулирование. Но с учетом нынешней ситуации не сложно посчитать, что прибыли нам не видать года до 2025. Ну и риски принудительной смены юрисдикции есть. В остальном компания хороша. Чуть дороговато оценена, на коррекции буду покупать.
•Белуга $BELU идеальный игрок ориентированный на внутренний рынок. Сохраняющий полную открытость для инвесторов. Выдающий впечатляющие отчеты. Работающий над замещением ушедших брендов. Расширяющий свою сеть алкоритейла. Платящий дивиденды и проводящий bayback. Ложку дегтя добавляет уход основателя и основного акционера с должности управляющего и продажа им части пакета акций.

Не является индивидуальной инвестиционной рекомендацией.

#прояви_себя_в_пульсе",15:12,2023-01-05,SBER
khabibulaev,$SBER продавать?,14:59,2023-01-05,SBER
