login,post,posts_time,posts_dt,ticker
Rezostraz,"$VTBR бумага на таком дне, что новость о допке походу уже практически в цене, как и ядерная война.",19:53,2022-12-30,VTBR
KPInvestment,"ВОСА ВТБ 30 января рассмотрит вопрос допэмиссии акций на 301 млрд руб в пользу Росимущества — ПРАЙМ
Если что, капитализация банка меньше 300 млрд, в 2 с чем-то раза размывают. $VTBR",19:53,2022-12-30,VTBR
Litrbooh,"$VTBR скинул, ну их нафиг. Не охото разбираться в сортах...

У него и так капитализация 300лярдов, они допку делают на 300.",19:51,2022-12-30,VTBR
_Sid_,"$VTBR а помните ,как в марте обещали триллион в ВТБ влить ?",19:50,2022-12-30,VTBR
SpaceForcez,"$VTBR 
ВОСА ВТБ 30 января рассмотрит вопрос допэмиссии акций на 301 млрд руб в пользу Росимущества — ПРАЙМ",19:49,2022-12-30,VTBR
Igor001161,$VTBR жесткая допка,19:48,2022-12-30,VTBR
Blacklabel_011,"$VTBR 🇷🇺#VTBR #spo 
ВОСА ВТБ 30 января рассмотрит вопрос допэмиссии акций на 301 млрд руб в пользу Росимущества",19:47,2022-12-30,VTBR
Schme,"$VTBR я думал это дно, но снизу постучали)))",19:44,2022-12-30,VTBR
DIVIGRAM,"Итоги 2022 года: инвестиции, дивиденды, планы

С каким итогом закончился 2022 год?

Это всё, больше новостей в 2022 году не будет, и это правильно. Год был тяжелым, ничто не предвещало начало СВО, зато хоть ковидные маски сняли. Но что будет дальше?

Сегодня я расскажу про эту и другие новости, а также о предстоящих дивидендах чтобы вы могли сделать выводы о том, акции каких компаний могут вырасти больше всего. Также я расскажу о моём инвестиционном портфеле. Сегодня будет особенный выпуск, потому что в нем мы посмотрим еще и результаты по портфелю за весь месяц и за год.

Подписывайтесь на канал и ставьте лайк. По традиции начнем с новостей компаний.

Энергокомпания «ЭЛ5-Энерго» (ранее «Энел Россия») заключила договор о поставке «Новатэку» зеленой электроэнергии, вырабатываемой Азовским ветропарком. Энергия ветропарка, установленной мощностью 90 МВт, будет поставляться для среднетоннажного СПГ-проекта «Криогаз-Высоцк».

$ENRU, прогноз дивидендов 0 руб.

$NVTK, прогноз дивидендов 49,32 руб., отсечка 03.05.23, ДД 4,7%

Банк России сообщил о закрытии сделки по продаже «Открытия» банку ВТБ. Регулятор уточнил, что ВТБ выполнил обязательства перед ним по оплате акций «Открытия» в полном объеме. ВТБ должен был заплатить за актив ₽340 млрд.

Кроме того, наблюдательный совет ВТБ рассмотрел вопрос о размещении дополнительной эмиссии обыкновенных акций госбанка. Наблюдательный совет ВТБ созвал внеочередное собрание акционеров для принятия решения о допэмиссии обыкновенных акций на 30 января 2023 года. Более подробную информацию банк обещает опубликовать не позднее 10 января.

$VTBR, прогноз дивидендов 0 руб.

Оператор «Ростелеком» не планирует возобновлять публикацию финансовой отчетности до тех пор, пока в отношении России действуют санкции, заявил глава компании Михаил Осеевский.

$RTKM, прогноз дивидендов 4,6 руб., отсечка 23.05.23, ДД 8,3%

Минэнерго хочет запретить бизнесу напрямую подключать свои предприятия к магистральным электросетям ФСК, следует из законопроекта министерства. С января 2024 года все новые клиенты будут обязаны присоединяться к ФСК только через системообразующую сетевую компанию, чей тариф будет в разы выше. Статус системообразующей будет присваиваться самой крупной ТСО в регионе, поэтому в части субъектов РФ такой статус, очевидно, достанется дочерним предприятиям «Россетей».

$FEES, прогноз дивидендов 0 руб.

Президент России Владимир Путин подписал закон, который повышает на февраль-март 2023 года НДПИ для «Алросы» на ₽19 млрд. При этом в бюджет Якутии поступит лишь 54% этой суммы. Остальные 46% будут направлены в федеральный бюджет. Ранее весь НДПИ на добычу природных алмазов зачислялся в региональный бюджет. Изменения позволят компенсировать выпадающие доходы, в частности, из-за невыплаты «Алросой» дивидендов, пояснял ранее директор департамента Минфина Сергей Романов.

$ALRS, прогноз дивидендов 6,5 руб., отсечка 17.10.23, ДД 11%

Холдинг «Газпром» начал реализовывать проект газового хаба в Турции, который позволит обеспечить прозрачное ценообразование на рынке природного газа, заявил глава компании Алексей Миллер. Ранее Президенты России и Турции Владимир Путин и Тайип Эрдоган поручили детально проработать вопрос создания газового хаба. При этом речь идет не только о создании в Турции торговой площадки, но и о развитии инфраструктуры. Принять участие в создании хаба могут и другие страны, такие как Алжир, Катар и Азербайджан.

$GAZP, прогноз дивидендов 5,42 руб., отсечка 07.04.23, ДД 3,3%

К сожалению Пульс не позволяет публиковать полноценные материалы более 4000 символов и говорить что-то нарушающее правила о сторонних ресурсах тоже. Поэтому не прощаюсь с вами и желаю удачи в инвестициях.

#обзор #прогноз #рынок #акции #аналитика",19:24,2022-12-30,VTBR
SmitsonitDK,"Новости пятницы (30.12):

•VK $VKCO , Яндекс, Сбербанк $SBER и Ростелеком $RTKM намерены учредить компанию, которая займется разработкой новой мобильной операционной системы. Ее создадут на базе Android и платформы, способной заменить Google Mobile Services;

•ЦБ разрешил банкам недружественных стран переводить за рубеж средства в рублях с корреспондентских счетов в банках РФ;

•В России вводится штраф за незаконную продажу sim-карт в размере 30 000-50 000₽ для физлиц;

•Минфин определился с новой структурой ФНБ: евро, иены и фунты из его состава исключат. До 80% фонда разрешено инвестировать в юани, до 40% – в золото;

•Подписан закон, который позволяет гражданам покупать ювелирные изделия стоимостью до 60 000₽ за наличные. Если оплата производится по карте, порог стоимости увеличивается до 400 000₽;

•Совет улемов ДУМ России разрешил мусульманам покупать и продавать акции, при соблюдении ряда условий;

•Акционеры Иркутскэнерго $IRGZ поддержали делистинг;

•Власти Тувы ввели полный запрет на продажу алкоголя с 31 декабря по 8 января;

•Global Ports договорился с CMA Terminals обменять 25% акций в финских портах на аналогичный пакет в парке Янино и терминале Моби Дик;

•ВТБ $VTBR запустил прямые расчеты в рупиях для малого и среднего бизнеса;

•Акционеры Детского Мира $DSKY одобрили реорганизацию компании в частную;

•Сооснователь Яндекса Аркадий Волож сообщил, что покидает компанию;

•Baidu $BIDU получила первые лицензии на испытания полностью автономных транспортных средств в Пекине;

•СПБ Биржа 9 января планирует возобновить торги ценными бумагами Yandex $YNDX  , Cian $CIAN , HeadHunter $HHR , Ozon $OZON и X5 Retail Group $FIVE ;

•Си Цзиньпин: Китай и Россия должны расширить энергетическое сотрудничество.

🛑 Спасибо всем, кто поддерживает канал донатом! С наступающим Новым годом, дорогие подписчики! 🎄☃️ 

Подписывайтесь на канал, чтобы следить за актуальными новостями в мире. Обнял 🤗

#новости #прояви_себя_в_пульсе",19:08,2022-12-30,VTBR
